Rs,Rj,Ra,Sj,Sa,Sb,Cj,Ca,Cb,Fc
0.8410973912127327,0.2923366409478944,0.21226947799135332,0.33701249174296516,0.16962548538461747,0.17463334440830158,0.6853283367075188,0.3634394201897052,0.5790572992364531,0.11795861456260108
0.8411106090617687,0.22749814374900965,0.2716255716654844,0.37662945923775853,0.15432728863900502,0.1494805279517698,0.7614522444387847,0.5298518874225975,0.5644737214066028,0.10267799257998782
0.9317766657598201,0.3306073204736594,0.5497000248745513,0.43470497896367205,0.14410981089806835,0.27059348412756856,0.5091825660463107,0.21237138753559068,0.8289468028100043,0.16342441071133237
0.8374173006661233,0.3464867806115893,0.49986612264374036,0.4504746111270554,0.29699876720359153,0.12355468512323631,0.6751827897157231,0.36681805782065324,0.6644335203121196,0.14761945467947266
0.8792089444768677,0.4709395595948201,0.4245421062236716,0.413677705632902,0.1420288200012223,0.13256079387926212,0.7191222572788588,0.49115576982243186,0.6878363943954906,0.16441934313961573
0.7598177609768004,0.8270636297015996,0.7195797922919386,0.2828823242530904,0.24983290182034687,0.3625561913941914,0.6574797762068061,0.5720251920895397,0.6400339794867883,0.21027865272185764
0.9093891395836516,0.2215283814445189,0.28645036184509554,0.4777679112181625,0.0997324997069047,0.20702927493309142,0.639508193635632,0.3402365020231498,0.5921830950989342,0.0
0.91888511238562,0.287807447903369,0.4893107825783199,0.1782951568753407,0.15003304442212298,0.17967799471218238,0.5164318538181463,0.48312832812452733,0.4684593923169319,0.1376416350242597
0.751374242274556,0.0696922380768335,0.5134019724472824,0.27400734423159057,0.09262165336717981,0.24373069471860886,0.5961093569060809,0.4977244425939797,0.686294602081738,0.19173371385240448
0.8063790225752617,0.4879191348248647,0.5243197223642262,0.34896516515970527,0.22512351956326881,0.21121151095389612,0.754116142030376,0.6376208407181782,0.6292621191228508,0.05297952161358449
0.8442529476997824,0.36436460467370163,0.12555720841377155,0.36490687526869536,0.22240805964079857,0.16432190566771498,0.7097771381538174,0.32970316148199497,0.6020227053445146,0.23069612198017259
0.7860634739833534,0.44073458949529076,0.46564324185970773,0.30170728941312025,0.13186252229119846,0.07189571884433399,0.6487643066702627,0.4398504143865296,0.6814303186448147,0.13022120688281696
